Q20051142,Q81753
Q1734408,Q8218
Q31295047,Q673696
Q30613667,Q7052
Q32057473,Q1199
Q1536688,Q31975182
Q581119,Q6173
Q646672,Q621469
Q32513020,Q1198
Q33397202,Q1196
Q1371810,Q3004
Q31926111,Q544439
Q30715496,Q10903
Q1911871,Q32257910
Q20698,Q2937
Q31987056,Q985
Q23738255,Q35
Q29567461,Q200190
Q30677904,Q1197
Q33514563,Q529798
Q3507,Q32051501
Q478934,Q3003
Q31517115,Q569850
Q32216247,Q1196
Q31455750,Q387845
Q387845,Q7879
Q32012784,Q1205
Q1971935,Q32752238
Q528419,Q10402
Q32743796,Q1208
Q32062653,Q1198
Q1569228,Q31927973
Q32752686,Q980
Q1397108,Q162717
Q49294891,Q8585
Q882159,Q1200
Q2310107,Q542659
Q32040136,Q673513
Q33400857,Q1197
Q32285141,Q980
Q1271953,Q32221211
Q543938,Q2980
Q31914684,Q1197
Q32750386,Q1199
Q30664435,Q32517934
Q4044,Q32205491
Q31296738,Q675588
Q32274946,Q985
Q31331249,Q1208
Q31925891,Q169039
Q33506413,Q690675
Q30806629,Q940691
Q32048567,Q7884
Q870642,Q1208
Q32189714,Q645748
Q400376,Q570052
Q1643673,Q980
Q31323294,Q10528
Q2199679,Q552415
Q32063649,Q985
Q32137695,Q1197
Q2709061,Q980
Q32749653,Q1208
Q49293042,Q83050
Q2146720,Q21043
Q30506270,Q11114
Q896276,Q492366
Q9340195,Q10420
Q15787879,Q32042679
Q31352498,Q569664
Q31877573,Q10442
Q31517513,Q10402
Q1691838,Q200528
Q31305542,Q32751484
Q35392040,Q985
Q31321811,Q6087
Q1937533,Q565943
Q1536141,Q629287
Q1497168,Q6308
Q1900627,Q628498
Q1609383,Q32475796
Q1543059,Q6040
Q32116676,Q985
Q1419581,Q32261100
Q32000501,Q1197
Q160468,Q93216
Q30712062,Q633608
Q33393003,Q1202
Q16830296,Q502378
Q32130205,Q1205
Q35272621,Q1194
Q30627654,Q509580
Q30680908,Q4108
Q32745377,Q1202
Q31545332,Q6040
Q58726256,Q1701508
Q268818,Q1208
Q22693842,Q628142
Q91898549,Q14904
Q30677127,Q1197
Q1652299,Q490449
Q32063958,Q1194
Q31300611,Q32752016
Q32265953,Q985
Q1743378,Q583178
Q572607,Q32753676
Q30717440,Q10447
Q31331785,Q20079
Q31905808,Q53775
Q53775,Q2902
Q1270999,Q570266
Q315319,Q980
Q32753586,Q1196
Q31921289,Q645286
Q1737435,Q32057258
Q1609848,Q254649
Q505068,Q10459
Q32066041,Q1206
Q31327044,Q1198
Q31981622,Q5978
Q32750157,Q980
Q367296,Q985
Q31318917,Q6045
Q31524425,Q985
Q1498664,Q200018
Q31535863,Q505972
Q1542290,Q10453
Q32055516,Q980
Q32059538,Q164009
Q32752730,Q1208
Q49584,Q44500
Q31540649,Q8234
Q31348716,Q255698
Q34932969,Q1202
Q1428863,Q25129
Q31903920,Q1194
Q49289316,Q656749
Q31291677,Q529798
Q9392517,Q8182
Q30614814,Q8559
Q20182568,Q181541
Q75698851,Q559913
Q32180903,Q1206
Q31298306,Q263773
Q30698811,Q8572
Q31311140,Q504774
Q1549593,Q10757
Q400371,Q2905
Q31352872,Q8569
Q31921165,Q1197
Q32715913,Q183
Q1338600,Q155409
Q30781887,Q32297790
Q30502913,Q1208
Q30792239,Q6858
Q31515503,Q8208
Q23560556,Q184714
Q32721726,Q980
Q31319265,Q565504
Q30806531,Q302785
Q34919768,Q1197
Q31302022,Q490066
Q33348779,Q985
Q323384,Q25082
Q31352405,Q569692
Q1683448,Q10414
Q998461,Q1198
Q55231083,Q251678
Q89882672,Q6022
Q878286,Q4074
Q30505200,Q537885
Q1258073,Q11043
Q31981800,Q83205
Q20073,Q32059889
Q30655297,Q32121170
Q32123287,Q10408
Q1417477,Q32001017
Q30803846,Q10906
Q32096751,Q669101
Q2541585,Q31868047
Q701152,Q6098
Q33322064,Q1208
Q18335155,Q32762046
Q2335700,Q31987624
Q31295871,Q32751484
Q168511,Q31995736
Q31995736,Q8193
Q14538280,Q10423
Q30712312,Q503914
Q32750327,Q980
Q31329623,Q557809
Q8942,Q31975594
Q81122,Q32451779
Q2586658,Q14954
Q15117019,Q278221
Q32481951,Q980
Q33495287,Q635806
Q33379891,Q1199
Q31307958,Q1206
Q1020306,Q980
Q32510049,Q93233
Q56022363,Q255416
Q6829,Q32067981
Q1010277,Q657300
Q657300,Q8583
Q30505702,Q7862
Q49292104,Q7871
Q656110,Q8590
Q1724071,Q10528
Q31875647,Q1206
Q1652556,Q16048
Q33416240,Q1197
Q31911834,Q7904
Q490326,Q10429
Q113062,Q675943
Q570677,Q8602
Q1148533,Q32121710
Q31335365,Q31910788
Q2258604,Q1194
Q31323560,Q1197
Q30786884,Q836639
Q30709137,Q549098
Q549098,Q10424
Q33155775,Q980
Q30608694,Q10523
Q32268911,Q10405
Q9378646,Q8200
Q2229836,Q1197
Q32055170,Q1201
Q480026,Q2941
Q32060392,Q1197
Q49290680,Q501673
Q31234240,Q32740496
Q568091,Q7884
Q32188374,Q1208
Q30657367,Q242149
Q570815,Q38981
Q49004077,Q632739
Q46745,Q31986632
Q31975345,Q1197
Q32210963,Q518392
Q31528366,Q256547
Q34901378,Q980
Q33486686,Q20270
Q33495642,Q32276342
Q2475198,Q81729
Q32731319,Q980
Q32199995,Q985
Q31358386,Q32740496
Q4168850,Q32414237
Q579742,Q1196
Q1499806,Q2765
Q31537887,Q10944
Q30510941,Q506156
Q2132687,Q14884
Q31309933,Q563548
Q32062218,Q1197
Q30666560,Q11046
Q32753371,Q1200
Q30660393,Q241866
Q35397021,Q1208
Q1519856,Q637007
Q31340563,Q639664
Q703135,Q544833
Q1459702,Q2112
Q1812057,Q181745
Q836695,Q31908610
Q34853198,Q980
Q1643995,Q200076
Q1424727,Q8557
Q31346088,Q291091
Q35369023,Q1198
Q830263,Q157035
Q1562164,Q1208
Q30811988,Q240964
Q30650443,Q8191
Q501642,Q32213589
Q962923,Q161729
Q30605959,Q32194890
Q31295102,Q1774519
Q31874025,Q567131
Q1543774,Q634132
Q28816825,Q504499
Q31296045,Q624246
Q1144008,Q32244317
Q460690,Q537241
Q32060058,Q676727
Q253456,Q10487
Q30809832,Q10906
Q31309422,Q32059889
Q83304,Q31971572
Q31311833,Q546100
Q30729108,Q31993930
Q62391910,Q32265531
Q30659666,Q16054
Q49293236,Q491545
Q1593221,Q32749678
Q30768855,Q6087
Q1737368,Q57933
Q2009394,Q557710
Q2555914,Q1200
Q32228023,Q8608
Q1426610,Q10928
Q803735,Q32757770
Q49281614,Q666307
Q33403374,Q980
Q31314537,Q10472
Q30657744,Q1196
Q31289590,Q24466
Q2520055,Q10465
Q31535972,Q256533
Q1412192,Q533871
Q512719,Q10475
Q1499810,Q2765
Q1455255,Q1197
Q30692823,Q10950
Q25158416,Q32762046
Q30636231,Q8580
Q87657382,Q634760
Q31290494,Q649440
Q1011915,Q32276176
Q1013886,Q669451
Q1427589,Q627725
Q15812298,Q1198
Q31901369,Q529228
Q819474,Q10919
Q648665,Q8562
Q827659,Q1198
Q880238,Q504181
Q759347,Q1197
Q33378119,Q1196
Q23072795,Q32033450
Q32199204,Q1198
Q31294566,Q32042883
Q89827788,Q6022
Q3096868,Q8191
Q2469239,Q6968
Q49285260,Q8583
Q31559303,Q573838
Q32017596,Q539695
Q30818514,Q558638
Q31298062,Q7072
Q333546,Q317722
Q2133317,Q32296272
Q33377455,Q1199
Q57821912,Q10522
Q32010839,Q1208
Q31360734,Q32237485
Q32206098,Q1200
Q317680,Q492503
Q1492012,Q32753447
Q30608532,Q80615
Q30646234,Q164458
Q32750383,Q980
Q73190,Q7861
Q32131299,Q630725
Q31345447,Q8596
Q30705985,Q10921
Q1500409,Q10412
Q1743691,Q649576
Q32060325,Q676793
Q32192509,Q1194
Q31328733,Q14805
Q33407548,Q980
Q32212898,Q1200
Q9378636,Q8193
Q31548895,Q529137
Q20966024,Q10440
Q996595,Q32116077
Q31925896,Q980
Q31530046,Q509580
Q32059934,Q980
Q31318193,Q32753806
Q30760801,Q32751803
Q643118,Q8575
Q33378243,Q1196
Q1427776,Q627276
Q30814116,Q10887
Q2596475,Q31970533
Q30669371,Q980
Q31312484,Q565504
Q504707,Q5906
Q35276919,Q980
Q953703,Q10408
Q32199413,Q985
Q31519251,Q31898557
Q1748020,Q516707
Q2587711,Q31993895
Q31354721,Q627490
Q30770259,Q569680
Q1746014,Q1208
Q31339786,Q1205
Q33384945,Q1200
Q762492,Q365
Q1430761,Q32052205
Q32749750,Q1199
Q31308322,Q168646
Q31540531,Q10402
Q31348589,Q32067991
Q30757540,Q5542
Q1684636,Q10477
Q33347114,Q1200
Q30724532,Q569671
Q30762250,Q1198
Q2586713,Q871085
Q999376,Q32116077
Q31322386,Q1198
Q49292539,Q651699
Q651699,Q8596
Q771899,Q628118
Q1293566,Q622560
Q35364114,Q985
Q31327182,Q10906
Q31332013,Q183374
Q30717655,Q32138397
Q32063198,Q980
Q31336669,Q11058
Q83088,Q32023495
Q45748448,Q243301
Q30597121,Q624063
Q31903502,Q374690
Q2555823,Q32749678
Q31337107,Q8593
Q436377,Q634956
Q32479785,Q1200
Q862786,Q539671
Q30708011,Q32050684
Q1448338,Q14940
Q32066125,Q1205
Q1722374,Q11047
Q32016912,Q980
Q1979311,Q566922
Q31314588,Q547380
Q547380,Q10405
Q31969535,Q1196
Q32120385,Q1197
Q30660375,Q1197
Q33407561,Q980
Q2534761,Q32758817
Q1721358,Q2758
Q47446677,Q587094
Q179062,Q10444
Q32544991,Q544944
Q49177922,Q10516
Q31320187,Q31915974
Q17578564,Q31953659
Q32059291,Q980
Q31294904,Q638188
Q2258748,Q14872
Q20619045,Q503006
Q50662,Q1794
Q32050202,Q1209
Q462086,Q634106
Q31318326,Q428950
Q32060216,Q1199
Q30805044,Q5645
Q2309355,Q2541156
Q21915715,Q400371
Q31311112,Q559785
Q30652307,Q242514
Q32205703,Q384061
Q2582535,Q625104
Q49284492,Q22466
Q22466,Q8552
Q1919499,Q5274
Q30725061,Q547085
Q30756413,Q504474
Q31334141,Q71151
Q30620490,Q516462
Q32027967,Q985
Q880765,Q667310
Q21039870,Q31876671
Q30656611,Q622297
Q31522689,Q980
Q32731251,Q1208
Q1475099,Q11052
Q21873212,Q264489
Q17578771,Q57828
Q634198,Q6041
Q665050,Q32752058
Q1731353,Q182857
Q32257822,Q1197
Q152484,Q1198
Q356449,Q21170
Q33414590,Q980
Q1516261,Q10447
Q27808423,Q506599
Q31562257,Q32028971
Q1828121,Q31993930
Q31514682,Q31897192
Q32756936,Q183
Q298092,Q430068
Q668194,Q574429
Q33347431,Q985
Q31875743,Q256260
Q32053776,Q32749880
Q564926,Q2843
Q1751636,Q1205
Q30713602,Q428950
Q31359282,Q633608
Q30782741,Q81457
Q259542,Q10533
Q30802948,Q10458
Q30810524,Q7875
Q33155802,Q1208
Q31293219,Q680480
Q15120119,Q31905845
Q32068338,Q64
Q7001614,Q582690
Q31315114,Q10893
Q31911851,Q8574
Q874977,Q32121710
Q1015649,Q491743
Q865411,Q10402
Q29578568,Q10516
Q31544876,Q10522
Q1168363,Q10952
Q30745435,Q31987878
Q31305285,Q1202
Q1473543,Q5922
Q30764686,Q5642
Q31319971,Q14817
Q31548160,Q57881
Q49291699,Q387845
Q31984599,Q627566
Q49290793,Q8583
Q33322383,Q1205
Q31290216,Q980
Q31293471,Q10429
Q31524149,Q7899
Q32122403,Q31976891
Q31897420,Q31897429
Q32055130,Q1194
Q82878,Q3004
Q33411814,Q1194
Q31339222,Q6710
Q31942645,Q7882
Q30647105,Q164458
Q31351949,Q518446
Q32055049,Q980
Q33379189,Q985
Q33380340,Q980
Q32023485,Q674378
Q674378,Q2905
Q30733015,Q10419
Q31351525,Q241048
Q46816,Q33725082
Q682232,Q32018553
Q32192444,Q1194
Q33129776,Q1194
Q1548168,Q225774
Q30662677,Q516724
Q30731481,Q32027906
Q30663437,Q564351
Q808525,Q502100
Q32297449,Q980
Q32065021,Q980
Q32017789,Q10444
Q15058230,Q10451
Q328976,Q485874
Q485874,Q5923
Q1658986,Q259795
Q31558686,Q10528
Q31565747,Q31898557
Q1258790,Q20352
Q879866,Q32092337
Q32065783,Q1208
Q32007117,Q1197
Q1474522,Q31954870
Q31921717,Q627223
Q707261,Q550285
Q2268262,Q3750
Q35276635,Q985
Q30667605,Q32565661
Q2246840,Q93291
Q60200699,Q621907
Q30754915,Q32753806
Q1742467,Q5922
Q1221448,Q630400
Q30726050,Q10456
Q962898,Q1198
Q53315763,Q256669
Q30653604,Q46801
Q32110499,Q1199
Q31553787,Q624246
Q31301548,Q501675
Q1569488,Q31987228
Q175448,Q6068
Q168696,Q1200
Q30510995,Q32763064
Q30799399,Q10427
Q32420285,Q2876
Q1301437,Q606787
Q606787,Q8195
Q31325416,Q10459
Q31304026,Q32628273
Q31335191,Q623367
Q27921375,Q1208
Q32751312,Q1196
Q33380618,Q1202
Q3958,Q2902
Q1507927,Q164458
Q31322539,Q160405
Q895872,Q1198
Q32066083,Q555709
Q31318505,Q651418
Q1686821,Q3150
Q32025955,Q5913
Q992084,Q31997011
Q19359634,Q93233
Q15814726,Q10950
Q31290454,Q31953659
Q33414980,Q1197
Q437004,Q10491
Q32055034,Q1194
Q642357,Q10402
Q18028610,Q10429
Q30612911,Q504634
Q33223995,Q32128461
Q1595132,Q33159408
Q31296970,Q567999
Q532952,Q1208
Q31981886,Q651166
Q31313507,Q552488
Q187620,Q624357
Q31879255,Q1197
Q2154832,Q629682
Q865660,Q1199
Q21039774,Q552713
Q437170,Q10777
Q1327892,Q32067909
Q32011086,Q1202
Q30600634,Q183
Q31558199,Q10526
Q1588686,Q2975
Q31975275,Q1205
Q31360389,Q5642
Q314414,Q32067882
Q30803869,Q1198
Q50778195,Q10496
Q1670097,Q125652
Q31356835,Q5542
Q160415,Q81722
Q33406897,Q980
Q1638336,Q8596
Q18027873,Q10402
Q2098486,Q1196
Q30813265,Q31949217
Q35379602,Q985
Q33510957,Q53767
Q2072911,Q6219
Q15060652,Q32360424
Q30716151,Q32246439
Q32216805,Q1196
Q30596493,Q6710
Q32139925,Q1199
Q152726,Q1208
Q30802990,Q279230
Q31295060,Q674445
Q863896,Q258041
Q28800037,Q9536
Q31357502,Q290124
Q34856915,Q1199
Q1777672,Q32518229
Q978734,Q968
Q32843480,Q10469
Q31340597,Q374915
Q18021617,Q32764660
Q32116518,Q1208
Q697448,Q532678
Q519607,Q1197
Q30772700,Q8596
Q1957911,Q14903
Q31351573,Q555251
Q30710844,Q491769
Q31916911,Q565950
Q506241,Q1196
Q31939609,Q1196
Q33399981,Q183
Q47501733,Q32058558
Q31318041,Q4074
Q32419669,Q980
Q464641,Q1196
Q31360168,Q985
Q30797324,Q647843
Q30760966,Q628667
Q895694,Q622274
Q31302578,Q31899697
Q30510183,Q627426
Q32752307,Q1200
Q32066451,Q980
Q30730424,Q980
Q33405643,Q1205
Q2306926,Q32139010
Q30021076,Q446857
Q1487642,Q8606
Q32288068,Q183
Q31290856,Q7884
Q49289300,Q624888
Q2013581,Q10491
Q30792538,Q10456
Q32752447,Q1202
Q31354367,Q10418
Q31360244,Q31919349
Q979020,Q640426
Q262410,Q164458
Q688039,Q31987261
Q31970005,Q712303
Q30505371,Q10427
Q32018980,Q550786
Q550786,Q8208
Q31291953,Q7862
Q31885041,Q1200
Q1631805,Q57736
Q1280477,Q503006
Q30760753,Q1197
Q1221222,Q574672
Q1498849,Q1206
Q896137,Q1197
Q252743,Q127043
Q487864,Q1197
Q32051128,Q32244246
Q31324276,Q32753806
Q232262,Q57731
Q1686902,Q11043
Q30717949,Q8596
Q32751038,Q1198
Q31544087,Q8552
Q34851782,Q1199
Q32057313,Q1194
Q564496,Q8551
Q33378207,Q1198
Q1599714,Q558512
Q30773333,Q32065289
Q699119,Q31885464
Q1605368,Q163091
Q30717275,Q199233
Q49281596,Q652972
Q652972,Q8574
Q32749669,Q980
Q33389574,Q1197
Q34935423,Q1198
Q31291393,Q2871
Q31535293,Q10530
Q30712398,Q634132
Q1369608,Q627741
Q31950959,Q1208
Q1958438,Q1194
Q31302653,Q10466
Q31920208,Q1198
Q19963854,Q636566
Q2520207,Q10424
Q31335028,Q8557
Q32010951,Q1202
Q695437,Q557809
Q30682724,Q31914680
Q25158412,Q8559
Q31327706,Q661536
Q33408400,Q980
Q409556,Q980
Q1242046,Q168646
Q33411606,Q980
Q1269761,Q31898329
Q32566159,Q1199
Q30666482,Q32101171
Q31307984,Q1198
Q31326175,Q7882
Q31527330,Q980
Q31552210,Q32283158
Q529710,Q31874375
Q30704495,Q3000
Q897478,Q50889
Q1673976,Q32750
Q151651,Q1718
Q38856593,Q6041
Q32094346,Q980
Q34919203,Q980
Q30641198,Q8583
Q315482,Q10444
Q1375128,Q32058320
Q32030789,Q5897
Q31540198,Q57953
Q570389,Q566046
Q30708134,Q160405
Q31318733,Q32255425
Q95672,Q7927
Q30793910,Q1208
Q31292958,Q31943588
Q33392208,Q1198
Q30664630,Q1208
Q33224366,Q3132
Q30619229,Q503752
Q30662536,Q32546738
Q30757550,Q5642
Q30716871,Q572707
Q32290556,Q10500
Q1801500,Q1201
Q33403861,Q1196
Q160224,Q147633
Q50154168,Q31953659
Q1468675,Q14833
Q31330806,Q50987
Q30667087,Q516448
Q31294416,Q5632
Q1671566,Q11047
Q32064514,Q980
Q1746386,Q499873
Q30730674,Q514885
Q27583182,Q980
Q2310246,Q706897
Q30738290,Q586072
Q31514548,Q32066068
Q31323480,Q31998306
Q31981951,Q1201
Q31320449,Q1206
Q1758256,Q10423
Q858117,Q490066
Q30656304,Q585385
Q32748037,Q1196
Q33434199,Q10454
Q32041797,Q1197
Q31872344,Q1197
Q32749159,Q641273
Q556439,Q7865
Q33396183,Q985
Q46880,Q5416160
Q9378639,Q8533
Q315688,Q1055
Q32136858,Q282343
Q32749762,Q980
Q33129842,Q1197
Q33416907,Q1200
Q30651723,Q1197
Q47501773,Q557779
Q49291749,Q549151
Q2355872,Q183
Q563227,Q8580
Q32133408,Q621916
Q32011567,Q1199
Q1643934,Q6111
Q2008849,Q1200
Q1265603,Q242514
Q874399,Q1199
Q30667178,Q262752
Q18705342,Q10491
Q33385954,Q980
Q30722600,Q10427
Q31296232,Q241450
Q32017517,Q1208
Q2192405,Q183404
Q30663957,Q7871
Q30722056,Q32286398
Q32038517,Q20234
Q20234,Q2902
Q49287544,Q251127
Q314620,Q183
Q1649673,Q241450
Q31914114,Q512538
Q30632033,Q8580
Q2341371,Q10469
Q32749502,Q20342
Q1445611,Q1196
Q1906530,Q257920
Q30677151,Q3942
Q870090,Q32223339
Q2009493,Q302785
Q32065754,Q612992
Q19437067,Q32092954
Q1505851,Q1196
Q31337920,Q638318
Q32292422,Q980
Q879561,Q980
Q30660537,Q39797
Q32174160,Q622565
Q883624,Q559496
Q704150,Q50877
Q1532705,Q1198
Q32063437,Q1196
Q1496970,Q2814
Q1557186,Q32741131
Q30689353,Q32118935
Q30797135,Q7166
Q32090625,Q1196
Q32663671,Q1208
Q31551476,Q557710
Q30705911,Q7861
Q2009808,Q5999
Q3098065,Q32753279
Q490174,Q10496
Q863324,Q1194
Q32064198,Q8606
Q544037,Q2980
Q622451,Q32757629
Q31320033,Q623759
Q31532390,Q10434
Q160447,Q93253
Q32288003,Q10423
Q32065832,Q1197
Q17327118,Q634705
Q2567764,Q6852
Q35434195,Q1197
Q2037646,Q32211524
Q31545576,Q10928
Q119519,Q1196
Q34920559,Q1197
Q7897580,Q985
Q151621,Q2758
Q32053377,Q70969
Q1172,Q32051501
Q35312101,Q1206
Q32291989,Q32204602
Q19965671,Q6163
Q31304599,Q1795003
Q866711,Q1194
Q31303518,Q70938
Q1271055,Q32092337
Q31552354,Q10465
Q32245354,Q1206
Q33458568,Q182805
Q32066691,Q553463
Q1954,Q446857
Q2106643,Q622085
Q47796848,Q81702
Q31323200,Q505948
Q30611071,Q373902
Q876909,Q985
Q31339867,Q6092
Q30626500,Q641014
Q2456554,Q1200
Q31550708,Q57720
Q562703,Q8562
Q32047920,Q32047923
Q472806,Q539118
Q63243824,Q10444
Q450660,Q200783
Q31305231,Q32192592
Q1533062,Q985
Q1453579,Q10427
Q80032,Q689996
Q15107844,Q1194
Q32485318,Q985
Q278725,Q32518681
Q2585095,Q253940
Q140226,Q564366
Q2324618,Q32293144
Q33352191,Q985
Q32242047,Q1197
Q552099,Q32741559
Q32010861,Q1206
Q33505205,Q585601
Q32205224,Q629532
Q629532,Q2947
Q371158,Q32181423
Q1685483,Q554864
Q1313413,Q3167
Q30604347,Q137593
Q1675619,Q4195
Q2592814,Q14870
Q33398957,Q980
Q31897721,Q574465
Q47501717,Q32201693
Q31323784,Q8601
Q1269347,Q10402
Q31300773,Q675444
Q31348562,Q32415752
Q31303662,Q285935
Q9378514,Q7166
Q432959,Q3813
Q16320795,Q32042679
Q15812916,Q1208
Q1255698,Q32263882
Q314598,Q985
Q30681998,Q8583
Q31921709,Q6139
Q151287,Q1017
Q30793149,Q10465
Q32011940,Q1197
Q1469932,Q8585
Q20826173,Q10427
Q30701768,Q10906
Q558704,Q985
Q31299133,Q32017116
Q31306260,Q506295
Q30508014,Q10465
Q32191563,Q1196
Q1275611,Q505332
Q31345034,Q183069
Q31305816,Q1205
Q997015,Q162717
Q1261302,Q505237
Q505237,Q653500
Q1949043,Q32763201
Q32050658,Q980
Q451053,Q32762778
Q30807403,Q31897121
Q1715716,Q1104
Q30614026,Q8559
Q32046433,Q1208
Q32137603,Q1208
Q1403760,Q32596049
Q1366290,Q8575
Q685388,Q701014
Q31307622,Q83131
Q30715825,Q627073
Q160842,Q93265
Q30669311,Q32419859
Q31359688,Q14803
Q2232281,Q11047
Q567400,Q971198
Q529831,Q32546738
Q702802,Q690234
Q32062288,Q1197
Q32184968,Q980
Q464165,Q2904
Q708553,Q1199
Q30812619,Q669536
Q31916060,Q1194
Q1566290,Q32627392
Q14912648,Q8551
Q30712628,Q32750931
Q89890970,Q6022
Q33395680,Q1196
Q30628230,Q705793
Q30656371,Q623519
Q17376684,Q533871
Q31289599,Q503648
Q503648,Q10447
Q31353970,Q503682
Q1377824,Q1197
Q1317583,Q257831
Q1413482,Q1194
Q20747031,Q583171
Q76310472,Q46009
Q20080744,Q10458
Q30681882,Q32415747
Q30815462,Q10489
Q2179339,Q21170
Q32010194,Q10445
Q33377374,Q1200
Q17561263,Q1198
Q30714576,Q529216
Q32060241,Q8585
Q177500,Q58456
Q31304327,Q10461
Q7987119,Q2789
Q31553803,Q569664
Q130102,Q7044
Q49283481,Q3000
Q1440230,Q2865
Q31354041,Q1208
Q35425846,Q1194
Q113640,Q505961
Q502508,Q2667022
Q1607906,Q11039
Q31953178,Q1196
Q17354310,Q641467
Q31918209,Q1197
Q1282662,Q1197
Q30621405,Q1200
Q30812838,Q925847
Q30809062,Q71041
Q31872810,Q83302
Q1524629,Q12434
Q229731,Q32191098
Q681873,Q32265531
Q32283290,Q980
Q33377516,Q1202
Q30670461,Q6307
Q981317,Q569684
Q1251308,Q10944
Q1531109,Q1199
Q33393042,Q1198
Q30716754,Q10412
Q2230946,Q980
Q1471834,Q11045
Q19965816,Q6163
Q1666613,Q10439
Q32200246,Q980
Q33392257,Q980
Q2523657,Q32292546
Q33385037,Q1198
Q16055,Q7917
Q1760551,Q329609
Q1795318,Q93295
Q25158493,Q5632
Q31303102,Q539118
Q31336219,Q985
Q505519,Q486804
Q1368750,Q5645
Q31996966,Q631184
Q160556,Q6173
Q31522165,Q1682542
Q31308354,Q31919979
Q1805284,Q180480
Q31562297,Q32192982
Q49630633,Q1197
Q30602613,Q1199
Q32128924,Q113509
Q32064912,Q557326
Q11752825,Q10439
Q30777689,Q46766
Q31333368,Q204576
Q30760766,Q32298970
Q32062286,Q1196
Q32001473,Q503752
Q33512171,Q499867
Q32098668,Q32092337
Q32036580,Q653031
Q31296515,Q31897860
Q266184,Q1198
Q32142508,Q985
Q836083,Q707944
Q31315355,Q32236705
Q32252256,Q1208
Q400456,Q1197
Q174862,Q1197
Q31953035,Q1196
Q31295737,Q7884
Q31318490,Q240964
Q34880785,Q1202
Q31310920,Q256364
Q32052045,Q461909
Q869743,Q10491
Q160684,Q32517689
Q30730989,Q5274
Q33416294,Q980
Q49289010,Q623961
Q623961,Q6125
Q30731926,Q624727
Q2324767,Q32762414
Q25158458,Q680848
Q30800372,Q32415747
Q1727374,Q1130
Q31538523,Q693030
Q573057,Q2937
Q672996,Q703029
Q31516133,Q10522
Q1017193,Q31897509
Q688232,Q32596049
Q32064953,Q985
Q30777101,Q557031
Q196920,Q980
Q30720431,Q31897755
Q32066534,Q980
Q32237818,Q980
Q1746676,Q586072
Q672882,Q6075
Q706530,Q158893
Q32063414,Q980
Q30112707,Q10530
Q1746620,Q1202
Q30780883,Q16017
Q549073,Q10453
Q30714810,Q31872693
Q461859,Q635365
Q318313,Q1208
Q693628,Q158095
Q2234014,Q11047
Q573544,Q1199
Q31359656,Q10418
Q32178718,Q574761
Q31354424,Q253472
Q30722222,Q925847
Q31928281,Q1196
Q31547366,Q980
Q32287965,Q554258
Q811415,Q2904
Q554243,Q8593
Q30801859,Q1198
Q31310298,Q565611
Q32750421,Q1202
Q31915969,Q985
Q1988267,Q505551
Q1355936,Q32751841
Q31291648,Q32731377
Q31337312,Q1197
Q32051228,Q1194
Q34919268,Q1197
Q31339910,Q6087
Q697994,Q33728196
Q30684032,Q32210732
Q3428,Q558648
Q31529439,Q6040
Q31291716,Q32283158
Q32050916,Q32050918
Q32050918,Q5929
Q30506884,Q623516
Q31541996,Q1197
Q33111265,Q10427
Q30665926,Q631903
Q80795,Q8525
Q31345644,Q32287794
Q31302566,Q437465
Q28053423,Q2898
Q31920242,Q183
Q895761,Q1199
Q817148,Q5982
Q30695118,Q10459
Q71553630,Q503790
Q22442858,Q572006
Q32054294,Q654141
Q32179889,Q699226
Q1368622,Q2066
Q32022426,Q980
Q2542664,Q8574
Q31315516,Q8559
Q30807690,Q45941
Q1716196,Q10427
Q35382405,Q1200
Q1807101,Q1196
Q31300267,Q1200
Q31310674,Q10421
Q31887866,Q1197
Q30703334,Q32184521
Q31290372,Q32753771
Q31545745,Q10402
Q32258024,Q1202
Q1342111,Q639703
Q698003,Q31896788
Q33387820,Q1201
Q23033,Q8551
Q1619109,Q32192592
Q1713461,Q8557
Q30705529,Q1198
Q31296938,Q2975
Q1456768,Q502991
Q572258,Q507625
Q30651213,Q546420
Q2348357,Q32055766
Q465734,Q32266987
Q33409907,Q980
Q2019033,Q31914667
Q1906820,Q31920486
Q2282364,Q168646
Q883215,Q8165
Q31908676,Q1208
Q32276190,Q204529
Q55935456,Q1198
Q695194,Q158106
Q30784840,Q10462
Q30719803,Q61912
Q33122329,Q32753543
Q58226,Q1718
Q30604294,Q137593
Q21039638,Q503213
Q1795663,Q10421
Q32087252,Q1197
Q1250626,Q1295
Q175400,Q1718
Q33401586,Q1197
Q1684,Q1208
Q1338599,Q1198
Q56006328,Q243474
Q32066383,Q985
Q31532195,Q10944
Q551864,Q8601
Q34819978,Q980
Q1639181,Q47743
Q31335952,Q10414
Q15275715,Q4126
Q30816416,Q3167
Q1924014,Q1198
Q31567699,Q9392536
Q32206345,Q178486
Q32213742,Q1208
Q1270859,Q196806
Q30714222,Q625261
Q33381555,Q1208
Q33376378,Q1197
Q31358176,Q538209
Q30752140,Q560980
Q31312558,Q11058
Q32053666,Q985
Q15112090,Q4181
Q31527755,Q10472
Q35272093,Q1208
Q30602505,Q1202
Q74823117,Q529310
Q685220,Q7007
Q2009874,Q11045
Q550754,Q32595778
Q1559510,Q31987624
Q30772253,Q32513607
Q31998463,Q515999
Q35294460,Q980
Q32051747,Q985
